Time(s)	Acc.(g)			
22.32	6.05E-03			
22.33	3.54E-03			
22.34	-2.32E-03			
22.35	-7.88E-03			
22.36	-1.14E-02			
22.37	-1.51E-02			
22.38	-2.09E-02			
22.39	-2.74E-02			
22.4	-3.28E-02			
22.41	-3.69E-02			
22.42	-3.96E-02			
22.43	-3.89E-02			
22.44	-3.47E-02			
22.45	-3.04E-02			
22.46	-2.93E-02			
22.47	-3.10E-02			
22.48	-3.34E-02			
22.49	-3.66E-02			
22.5	-4.15E-02			
22.51	-4.65E-02			
22.52	-4.96E-02			
22.53	-5.22E-02			
22.54	-5.74E-02			
22.55	-6.38E-02			
22.56	-6.56E-02			
22.57	-6.16E-02			
22.58	-5.66E-02			
22.59	-5.32E-02			
22.6	-4.54E-02			
22.61	-2.64E-02			
22.62	-8.50E-04			
22.63	1.83E-02			
22.64	2.58E-02			
22.65	3.05E-02			
22.66	4.18E-02			
22.67	5.70E-02			
22.68	6.57E-02			
22.69	6.45E-02			
22.7	5.90E-02			
22.71	5.39E-02			
22.72	4.84E-02			
22.73	4.23E-02			
22.74	3.91E-02			
22.75	3.96E-02			
22.76	3.93E-02			
22.77	3.60E-02			
22.78	3.46E-02			
22.79	3.74E-02			
22.8	3.65E-02			
22.81	2.28E-02			
22.82	7.29E-04			
22.83	-1.67E-02			
22.84	-2.58E-02			
22.85	-3.46E-02			
22.86	-4.70E-02			
22.87	-5.41E-02			
22.88	-4.79E-02			
22.89	-3.39E-02			
22.9	-2.27E-02			
22.91	-1.56E-02			
22.92	-6.53E-03			
22.93	5.62E-03			
22.94	1.66E-02			
22.95	2.57E-02			
22.96	3.63E-02			
22.97	4.71E-02			
22.98	5.13E-02			
22.99	4.63E-02			
23	3.79E-02			
23.01	3.22E-02			
23.02	2.85E-02			
23.03	2.31E-02			
23.04	1.62E-02			
23.05	9.65E-03			
23.06	4.09E-03			
23.07	-5.50E-04			
23.08	-2.63E-03			
23.09	-1.04E-03			
23.1	2.02E-03			
23.11	3.85E-03			
23.12	4.58E-03			
23.13	6.41E-03			
23.14	9.95E-03			
23.15	1.31E-02			
23.16	1.39E-02			
23.17	1.22E-02			
23.18	9.46E-03			
23.19	7.27E-03			
23.2	5.98E-03			
23.21	4.64E-03			
23.22	2.14E-03			
23.23	-9.16E-04			
23.24	-3.05E-03			
23.25	-3.66E-03			
23.26	-3.24E-03			
23.27	-1.65E-03			
23.28	4.89E-04			
23.29	7.94E-04			
23.3	-2.63E-03			
23.31	-8.18E-03			
23.32	-1.25E-02			
23.33	-1.66E-02			
23.34	-2.41E-02			
23.35	-3.40E-02			
23.36	-4.13E-02			
23.37	-4.59E-02			
23.38	-5.42E-02			
23.39	-6.65E-02			
23.4	-7.13E-02			
23.41	-5.81E-02			
23.42	-3.30E-02			
23.43	-1.30E-02			
23.44	-5.13E-03			
23.45	-6.70E-04			
23.46	9.41E-03			
23.47	2.30E-02			
23.48	3.36E-02			
23.49	4.10E-02			
23.5	4.86E-02			
23.51	5.40E-02			
23.52	5.20E-02			
23.53	4.36E-02			
23.54	3.63E-02			
23.55	3.45E-02			
23.56	3.50E-02			
23.57	3.37E-02			
23.58	3.10E-02			
23.59	2.95E-02			
23.6	2.92E-02			
23.61	2.85E-02			
23.62	2.66E-02			
23.63	2.31E-02			
23.64	1.73E-02			
23.65	8.85E-03			
23.66	-6.12E-04			
23.67	-1.06E-02			
23.68	-2.14E-02			
23.69	-3.17E-02			
23.7	-3.74E-02			
23.71	-3.61E-02			
23.72	-3.14E-02			
23.73	-2.93E-02			
23.74	-3.04E-02			
23.75	-3.10E-02			
23.76	-2.83E-02			
23.77	-2.52E-02			
23.78	-2.43E-02			
23.79	-2.55E-02			
23.8	-2.69E-02			
23.81	-2.86E-02			
23.82	-3.16E-02			
23.83	-3.49E-02			
23.84	-3.71E-02			
23.85	-3.75E-02			
23.86	-3.66E-02			
23.87	-3.45E-02			
23.88	-3.12E-02			
23.89	-2.65E-02			
23.9	-1.98E-02			
23.91	-1.01E-02			
23.92	2.08E-03			
23.93	1.35E-02			
23.94	1.98E-02			
23.95	1.99E-02			
23.96	1.65E-02			
23.97	1.35E-02			
23.98	1.29E-02			
23.99	1.40E-02			
24	1.44E-02			
24.01	1.29E-02			
24.02	1.10E-02			
24.03	1.06E-02			
24.04	1.12E-02			
24.05	1.07E-02			
24.06	9.16E-03			
24.07	8.61E-03			
24.08	9.22E-03			
24.09	7.75E-03			
24.1	1.71E-03			
24.11	-6.47E-03			
24.12	-1.31E-02			
24.13	-1.83E-02			
24.14	-2.53E-02			
24.15	-3.53E-02			
24.16	-4.42E-02			
24.17	-4.76E-02			
24.18	-4.42E-02			
24.19	-3.72E-02			
24.2	-3.03E-02			
24.21	-2.50E-02			
24.22	-1.98E-02			
24.23	-1.29E-02			
24.24	-4.64E-03			
24.25	3.12E-03			
24.26	9.65E-03			
24.27	1.48E-02			
24.28	1.73E-02			
24.29	1.65E-02			
24.3	1.48E-02			
24.31	1.58E-02			
24.32	1.78E-02			
24.33	1.54E-02			
24.34	7.69E-03			
24.35	-2.45E-04			
24.36	-5.68E-03			
24.37	-1.23E-02			
24.38	-2.21E-02			
24.39	-2.85E-02			
24.4	-2.36E-02			
24.41	-9.28E-03			
24.42	5.86E-03			
24.43	1.78E-02			
24.44	2.69E-02			
24.45	3.13E-02			
24.46	2.72E-02			
24.47	1.72E-02			
24.48	8.73E-03			
24.49	3.48E-03			
24.5	-4.40E-03			
24.51	-1.61E-02			
24.52	-2.29E-02			
24.53	-1.84E-02			
24.54	-7.94E-03			
24.55	-4.89E-04			
24.56	3.36E-03			
24.57	9.28E-03			
24.58	1.83E-02			
24.59	2.62E-02			
24.6	3.18E-02			
24.61	3.91E-02			
24.62	4.86E-02			
24.63	5.34E-02			
24.64	4.70E-02			
24.65	3.19E-02			
24.66	1.67E-02			
24.67	5.62E-03			
24.68	-5.68E-03			
24.69	-2.24E-02			
24.7	-4.06E-02			
24.71	-4.97E-02			
24.72	-4.50E-02			
24.73	-3.35E-02			
24.74	-2.48E-02			
24.75	-1.94E-02			
24.76	-1.01E-02			
24.77	5.93E-03			
24.78	2.19E-02			
24.79	2.93E-02			
24.8	2.68E-02			
24.81	1.94E-02			
24.82	1.21E-02			
24.83	6.41E-03			
24.84	9.76E-04			
24.85	-6.60E-03			
24.86	-1.73E-02			
24.87	-2.89E-02			
24.88	-3.87E-02			
24.89	-4.73E-02			
24.9	-5.79E-02			
24.91	-7.07E-02			
24.92	-7.94E-02			
24.93	-7.72E-02			
24.94	-6.33E-02			
24.95	-4.38E-02			
24.96	-2.58E-02			
24.97	-1.14E-02			
24.98	4.22E-03			
24.99	2.47E-02			
25	4.67E-02			
25.01	6.47E-02			
25.02	7.96E-02			
25.03	9.66E-02			
25.04	1.13E-01			
25.05	1.15E-01			
25.06	9.70E-02			
25.07	7.05E-02			
25.08	5.01E-02			
25.09	3.41E-02			
25.1	1.22E-02			
25.11	-1.53E-02			
25.12	-3.92E-02			
25.13	-6.01E-02			
25.14	-8.65E-02			
25.15	-1.14E-01			
25.16	-1.25E-01			
25.17	-1.11E-01			
25.18	-8.83E-02			
25.19	-7.33E-02			
25.2	-6.26E-02			
25.21	-4.55E-02			
25.22	-2.34E-02			
25.23	-3.42E-03			
25.24	1.55E-02			
25.25	3.57E-02			
25.26	4.84E-02			
25.27	4.51E-02			
25.28	3.31E-02			
25.29	2.66E-02			
25.3	2.50E-02			
25.31	1.88E-02			
25.32	9.83E-03			
25.33	1.09E-02			
25.34	2.29E-02			
25.35	3.26E-02			
25.36	3.46E-02			
25.37	3.90E-02			
25.38	5.13E-02			
25.39	6.17E-02			
25.4	6.08E-02			
25.41	5.44E-02			
25.42	5.27E-02			
25.43	5.53E-02			
25.44	5.65E-02			
25.45	5.72E-02			
25.46	6.05E-02			
25.47	6.38E-02			
25.48	6.31E-02			
25.49	6.08E-02			
25.5	6.03E-02			
25.51	5.79E-02			
25.52	4.77E-02			
25.53	3.14E-02			
25.54	1.59E-02			
25.55	3.48E-03			
25.56	-7.64E-03			
25.57	-1.74E-02			
25.58	-2.36E-02			
25.59	-2.72E-02			
25.6	-3.07E-02			
25.61	-3.34E-02			
25.62	-3.37E-02			
25.63	-3.37E-02			
25.64	-3.69E-02			
25.65	-4.31E-02			
25.66	-5.01E-02			
25.67	-5.82E-02			
25.68	-6.71E-02			
25.69	-7.32E-02			
25.7	-7.39E-02			
25.71	-7.42E-02			
25.72	-7.98E-02			
25.73	-8.71E-02			
25.74	-8.64E-02			
25.75	-7.47E-02			
25.76	-5.75E-02			
25.77	-3.97E-02			
25.78	-2.14E-02			
25.79	-2.87E-03			
25.8	1.32E-02			
25.81	2.64E-02			
25.82	3.87E-02			
25.83	4.82E-02			
25.84	4.99E-02			
25.85	4.40E-02			
25.86	3.68E-02			
25.87	3.18E-02			
25.88	2.56E-02			
25.89	1.81E-02			
25.9	1.59E-02			
25.91	2.43E-02			
25.92	3.86E-02			
25.93	5.13E-02			
25.94	6.04E-02			
25.95	6.61E-02			
25.96	6.44E-02			
25.97	5.27E-02			
25.98	3.76E-02			
25.99	2.77E-02			
26	2.22E-02			
26.01	1.42E-02			
26.02	3.91E-03			
26.03	-4.27E-04			
26.04	2.44E-03			
26.05	2.87E-03			
26.06	-6.41E-03			
26.07	-2.00E-02			
26.08	-2.90E-02			
26.09	-3.35E-02			
26.1	-3.88E-02			
26.11	-4.48E-02			
26.12	-4.65E-02			
26.13	-4.59E-02			
26.14	-5.16E-02			
26.15	-6.60E-02			
26.16	-7.91E-02			
26.17	-7.91E-02			
26.18	-6.41E-02			
26.19	-4.16E-02			
26.2	-1.91E-02			
26.21	8.59E-04			
26.22	1.91E-02			
26.23	3.63E-02			
26.24	5.20E-02			
26.25	6.57E-02			
26.26	7.57E-02			
26.27	7.98E-02			
26.28	7.65E-02			
26.29	6.76E-02			
26.3	5.72E-02			
26.31	4.94E-02			
26.32	4.65E-02			
26.33	4.84E-02			
26.34	5.34E-02			
26.35	5.95E-02			
26.36	6.48E-02			
26.37	6.93E-02			
26.38	7.44E-02			
26.39	8.08E-02			
26.4	8.68E-02			
26.41	9.12E-02			
26.42	9.44E-02			
26.43	9.78E-02			
26.44	9.95E-02			
26.45	9.79E-02			
26.46	9.47E-02			
26.47	9.15E-02			
26.48	8.30E-02			
26.49	6.09E-02			
26.5	2.68E-02			
26.51	-5.56E-03			
26.52	-2.94E-02			
26.53	-5.49E-02			
26.54	-9.19E-02			
26.55	-1.28E-01			
26.56	-1.39E-01			
26.57	-1.19E-01			
26.58	-8.76E-02			
26.59	-6.50E-02			
26.6	-4.76E-02			
26.61	-2.34E-02			
26.62	8.19E-03			
26.63	3.77E-02			
26.64	6.06E-02			
26.65	7.73E-02			
26.66	8.38E-02			
26.67	7.52E-02			
26.68	5.67E-02			
26.69	4.07E-02			
26.7	3.06E-02			
26.71	1.86E-02			
26.72	-1.05E-03			
26.73	-2.32E-02			
26.74	-3.88E-02			
26.75	-4.30E-02			
26.76	-3.53E-02			
26.77	-1.90E-02			
26.78	-2.07E-03			
26.79	8.98E-03			
26.8	1.84E-02			
26.81	3.66E-02			
26.82	6.45E-02			
26.83	8.99E-02			
26.84	1.03E-01			
26.85	1.09E-01			
26.86	1.14E-01			
26.87	1.17E-01			
26.88	1.13E-01			
26.89	1.03E-01			
26.9	9.58E-02			
26.91	9.06E-02			
26.92	8.21E-02			
26.93	7.06E-02			
26.94	6.19E-02			
26.95	5.77E-02			
26.96	5.18E-02			
26.97	3.92E-02			
26.98	2.09E-02			
26.99	3.62E-04			
27	-2.05E-02			
27.01	-4.00E-02			
27.02	-5.83E-02			
27.03	-7.91E-02			
27.04	-1.04E-01			
27.05	-1.27E-01			
27.06	-1.36E-01			
27.07	-1.32E-01			
27.08	-1.25E-01			
27.09	-1.24E-01			
27.1	-1.23E-01			
27.11	-1.16E-01			
27.12	-1.03E-01			
27.13	-8.93E-02			
27.14	-7.77E-02			
27.15	-6.59E-02			
27.16	-5.58E-02			
27.17	-5.10E-02			
27.18	-4.99E-02			
27.19	-4.71E-02			
27.2	-4.12E-02			
27.21	-3.50E-02			
27.22	-2.97E-02			
27.23	-2.38E-02			
27.24	-1.79E-02			
27.25	-1.47E-02			
27.26	-1.44E-02			
27.27	-1.33E-02			
27.28	-9.95E-03			
27.29	-6.66E-03			
27.3	-5.07E-03			
27.31	-2.81E-03			
27.32	1.96E-03			
27.33	6.72E-03			
27.34	8.12E-03			
27.35	6.29E-03			
27.36	3.54E-03			
27.37	5.49E-04			
27.38	-2.93E-03			
27.39	-5.80E-03			
27.4	-6.17E-03			
27.41	-4.64E-03			
27.42	-3.48E-03			
27.43	-2.87E-03			
27.44	-1.28E-03			
27.45	2.38E-03			
27.46	7.70E-03			
27.47	1.40E-02			
27.48	2.09E-02			
27.49	2.76E-02			
27.5	3.33E-02			
27.51	3.90E-02			
27.52	4.59E-02			
27.53	5.35E-02			
27.54	5.88E-02			
27.55	5.98E-02			
27.56	5.73E-02			
27.57	5.29E-02			
27.58	4.73E-02			
27.59	3.99E-02			
27.6	3.06E-02			
27.61	2.04E-02			
27.62	1.09E-02			
27.63	3.66E-03			
27.64	-3.67E-04			
27.65	-2.14E-03			
27.66	-3.36E-03			
27.67	-5.13E-03			
27.68	-6.96E-03			
27.69	-8.37E-03			
27.7	-1.03E-02			
27.71	-1.45E-02			
27.72	-2.05E-02			
27.73	-2.34E-02			
27.74	-1.92E-02			
27.75	-8.49E-03			
27.76	2.57E-03			
27.77	9.40E-03			
27.78	1.36E-02			
27.79	1.89E-02			
27.8	2.48E-02			
27.81	2.77E-02			
27.82	2.71E-02			
27.83	2.64E-02			
27.84	2.71E-02			
27.85	2.45E-02			
27.86	1.58E-02			
27.87	4.88E-03			
27.88	-1.89E-03			
27.89	-5.01E-03			
27.9	-9.71E-03			
27.91	-1.70E-02			
27.92	-2.20E-02			
27.93	-2.09E-02			
27.94	-1.70E-02			
27.95	-1.42E-02			
27.96	-1.22E-02			
27.97	-8.98E-03			
27.98	-6.53E-03			
27.99	-8.24E-03			
28	-1.31E-02			
28.01	-1.64E-02			
28.02	-1.66E-02			
28.03	-1.69E-02			
28.04	-1.96E-02			
28.05	-2.31E-02			
28.06	-2.47E-02			
28.07	-2.47E-02			
28.08	-2.40E-02			
28.09	-2.20E-02			
28.1	-1.78E-02			
28.11	-1.36E-02			
28.12	-1.26E-02			
28.13	-1.51E-02			
28.14	-1.89E-02			
28.15	-2.27E-02			
28.16	-2.69E-02			
28.17	-3.11E-02			
28.18	-3.30E-02			
28.19	-3.27E-02			
28.2	-3.42E-02			
28.21	-3.99E-02			
28.22	-4.63E-02			
28.23	-4.78E-02			
28.24	-4.38E-02			
28.25	-3.84E-02			
28.26	-3.41E-02			
28.27	-2.90E-02			
28.28	-2.17E-02			
28.29	-1.37E-02			
28.3	-7.02E-03			
28.31	-1.53E-03			
28.32	3.05E-03			
28.33	4.27E-03			
28.34	2.43E-04			
28.35	-6.05E-03			
28.36	-9.40E-03			
28.37	-9.10E-03			
28.38	-9.10E-03			
28.39	-1.19E-02			
28.4	-1.52E-02			
28.41	-1.64E-02			
28.42	-1.67E-02			
28.43	-1.93E-02			
28.44	-2.42E-02			
28.45	-2.91E-02			
28.46	-3.30E-02			
28.47	-3.74E-02			
28.48	-4.29E-02			
28.49	-4.67E-02			
28.5	-4.66E-02			
28.51	-4.35E-02			
28.52	-4.04E-02			
28.53	-3.83E-02			
28.54	-3.56E-02			
28.55	-3.13E-02			
28.56	-2.63E-02			
28.57	-2.19E-02			
28.58	-1.75E-02			
28.59	-1.10E-02			
28.6	-1.95E-03			
28.61	7.57E-03			
28.62	1.58E-02			
28.63	2.28E-02			
28.64	2.89E-02			
28.65	3.40E-02			
28.66	3.68E-02			
28.67	3.74E-02			
28.68	3.61E-02			
28.69	3.29E-02			
28.7	2.74E-02			
28.71	1.95E-02			
28.72	1.03E-02			
28.73	1.71E-03			
28.74	-4.58E-03			
28.75	-8.67E-03			
28.76	-1.27E-02			
28.77	-1.87E-02			
28.78	-2.50E-02			
28.79	-2.71E-02			
28.8	-2.33E-02			
28.81	-1.72E-02			
28.82	-1.29E-02			
28.83	-1.03E-02			
28.84	-6.84E-03			
28.85	-2.20E-03			
28.86	1.77E-03			
28.87	5.07E-03			
28.88	9.53E-03			
28.89	1.52E-02			
28.9	2.03E-02			
28.91	2.45E-02			
28.92	2.92E-02			
28.93	3.43E-02			
28.94	3.71E-02			
28.95	3.60E-02			
28.96	3.18E-02			
28.97	2.58E-02			
28.98	1.84E-02			
28.99	1.02E-02			
29	2.44E-03			
29.01	-5.56E-03			
29.02	-1.59E-02			
29.03	-2.69E-02			
29.04	-3.25E-02			
29.05	-2.96E-02			
29.06	-2.23E-02			
29.07	-1.64E-02			
29.08	-1.20E-02			
29.09	-6.11E-03			
29.1	1.47E-03			
29.11	8.73E-03			
29.12	1.56E-02			
29.13	2.36E-02			
29.14	3.03E-02			
29.15	3.10E-02			
29.16	2.48E-02			
29.17	1.75E-02			
29.18	1.38E-02			
29.19	1.27E-02			
29.2	1.04E-02			
29.21	6.23E-03			
29.22	2.38E-03			
29.23	1.83E-04			
29.24	-9.16E-04			
29.25	-1.77E-03			
29.26	-2.38E-03			
29.27	-2.87E-03			
29.28	-3.60E-03			
29.29	-4.27E-03			
29.3	-4.89E-03			
29.31	-6.23E-03			
29.32	-8.98E-03			
29.33	-1.28E-02			
29.34	-1.58E-02			
29.35	-1.67E-02			
29.36	-1.50E-02			
29.37	-1.17E-02			
29.38	-7.75E-03			
29.39	-3.54E-03			
29.4	5.18E-07			
29.41	1.16E-03			
29.42	-2.08E-03			
29.43	-8.73E-03			
29.44	-1.50E-02			
29.45	-1.89E-02			
29.46	-2.30E-02			
29.47	-3.00E-02			
29.48	-3.80E-02			
29.49	-4.12E-02			
29.5	-3.72E-02			
29.51	-3.05E-02			
29.52	-2.55E-02			
29.53	-2.19E-02			
29.54	-1.67E-02			
29.55	-9.40E-03			
29.56	-1.34E-03			
29.57	6.84E-03			
29.58	1.55E-02			
29.59	2.39E-02			
29.6	3.08E-02			
29.61	3.61E-02			
29.62	4.00E-02			
29.63	4.20E-02			
29.64	4.14E-02			
29.65	3.99E-02			
29.66	3.92E-02			
29.67	3.80E-02			
29.68	3.36E-02			
29.69	2.59E-02			
29.7	1.86E-02			
29.71	1.46E-02			
29.72	1.28E-02			
29.73	1.06E-02			
29.74	7.08E-03			
29.75	3.30E-03			
29.76	-6.10E-07			
29.77	-3.36E-03			
29.78	-6.96E-03			
29.79	-1.06E-02			
29.8	-1.32E-02			
29.81	-1.40E-02			
29.82	-1.31E-02			
29.83	-1.19E-02			
29.84	-1.17E-02			
29.85	-1.16E-02			
29.86	-1.04E-02			
29.87	-8.67E-03			
29.88	-8.49E-03			
29.89	-1.08E-02			
29.9	-1.44E-02			
29.91	-1.78E-02			
29.92	-2.08E-02			
29.93	-2.40E-02			
29.94	-2.74E-02			
29.95	-3.14E-02			
29.96	-3.56E-02			
29.97	-3.80E-02			
29.98	-3.66E-02			
29.99	-3.28E-02			
30	-3.02E-02			
30.01	-2.87E-02			
30.02	-2.31E-02			
30.03	-1.11E-02			
30.04	1.83E-03			
30.05	8.55E-03			
30.06	1.00E-02			
30.07	1.33E-02			
30.08	2.07E-02			
30.09	2.64E-02			
30.1	2.60E-02			
30.11	2.24E-02			
30.12	2.03E-02			
30.13	1.93E-02			
30.14	1.62E-02			
30.15	1.22E-02			
30.16	1.09E-02			
30.17	1.32E-02			
30.18	1.59E-02			
30.19	1.76E-02			
30.2	2.02E-02			
30.21	2.37E-02			
30.22	2.46E-02			
30.23	2.06E-02			
30.24	1.44E-02			
30.25	9.47E-03			
30.26	5.56E-03			
30.27	5.85E-05			
30.28	-6.66E-03			
30.29	-1.08E-02			
30.3	-9.89E-03			
30.31	-5.92E-03			
30.32	-2.56E-03			
30.33	-7.93E-04			
30.34	1.59E-03			
30.35	5.86E-03			
30.36	1.02E-02			
30.37	1.16E-02			
30.38	9.52E-03			
30.39	6.29E-03			
30.4	3.97E-03			
30.41	2.38E-03			
30.42	-1.16E-06			
30.43	-3.42E-03			
30.44	-6.66E-03			
30.45	-8.86E-03			
30.46	-1.01E-02			
30.47	-1.08E-02			
30.48	-1.11E-02			
30.49	-1.12E-02			
30.5	-1.17E-02			
30.51	-1.25E-02			
30.52	-1.33E-02			
30.53	-1.46E-02			
30.54	-1.71E-02			
30.55	-1.99E-02			
30.56	-2.03E-02			
30.57	-1.66E-02			
30.58	-1.06E-02			
30.59	-5.01E-03			
30.6	-9.76E-04			
30.61	2.26E-03			
30.62	5.56E-03			
30.63	9.16E-03			
30.64	1.31E-02			
30.65	1.72E-02			
30.66	2.03E-02			
30.67	2.13E-02			
30.68	2.03E-02			
30.69	1.86E-02			
30.7	1.72E-02			
30.71	1.61E-02			
30.72	1.46E-02			
30.73	1.26E-02			
30.74	1.11E-02			
30.75	1.13E-02			
30.76	1.31E-02			
30.77	1.49E-02			
30.78	1.54E-02			
30.79	1.48E-02			
30.8	1.40E-02			
30.81	1.31E-02			
30.82	1.19E-02			
30.83	1.06E-02			
30.84	9.89E-03			
30.85	8.91E-03			
30.86	6.04E-03			
30.87	1.34E-03			
30.88	-2.81E-03			
30.89	-4.64E-03			
30.9	-5.07E-03			
30.91	-6.11E-03			
30.92	-8.55E-03			
30.93	-1.23E-02			
30.94	-1.81E-02			
30.95	-2.56E-02			
30.96	-3.27E-02			
30.97	-3.80E-02			
30.98	-4.28E-02			
30.99	-4.84E-02			
31	-5.28E-02			
31.01	-5.26E-02			
31.02	-4.81E-02			
31.03	-4.33E-02			
31.04	-4.01E-02			
31.05	-3.64E-02			
31.06	-2.96E-02			
31.07	-2.05E-02			
31.08	-1.12E-02			
31.09	-2.56E-03			
31.1	5.07E-03			
31.11	1.07E-02			
31.12	1.34E-02			
31.13	1.47E-02			
31.14	1.60E-02			
31.15	1.74E-02			
31.16	1.80E-02			
31.17	1.84E-02			
31.18	1.98E-02			
31.19	2.25E-02			
31.2	2.60E-02			
31.21	2.99E-02			
31.22	3.37E-02			
31.23	3.54E-02			
31.24	3.34E-02			
31.25	2.94E-02			
31.26	2.56E-02			
31.27	2.23E-02			
31.28	1.76E-02			
31.29	1.12E-02			
31.3	4.58E-03			
31.31	-1.83E-03			
31.32	-8.61E-03			
31.33	-1.51E-02			
31.34	-1.94E-02			
31.35	-2.12E-02			
31.36	-2.33E-02			
31.37	-2.74E-02			
31.38	-3.10E-02			
31.39	-3.11E-02			
31.4	-2.82E-02			
31.41	-2.51E-02			
31.42	-2.31E-02			
31.43	-2.09E-02			
31.44	-1.77E-02			
31.45	-1.43E-02			
31.46	-1.23E-02			
31.47	-1.20E-02			
31.48	-1.28E-02			
31.49	-1.36E-02			
31.5	-1.31E-02			
31.51	-1.11E-02			
31.52	-8.12E-03			
31.53	-5.31E-03			
31.54	-2.62E-03			
31.55	4.89E-04			
31.56	3.97E-03			
31.57	6.23E-03			
31.58	6.59E-03			
31.59	5.98E-03			
31.6	5.56E-03			
31.61	5.37E-03			
31.62	5.07E-03			
31.63	5.07E-03			
31.64	6.47E-03			
31.65	9.41E-03			
31.66	1.28E-02			
31.67	1.57E-02			
31.68	1.83E-02			
31.69	2.11E-02			
31.7	2.47E-02			
31.71	2.85E-02			
31.72	3.13E-02			
31.73	3.19E-02			
31.74	3.03E-02			
31.75	2.77E-02			
31.76	2.56E-02			
31.77	2.40E-02			
31.78	2.20E-02			
31.79	1.90E-02			
31.8	1.66E-02			
31.81	1.69E-02			
31.82	1.95E-02			
31.83	2.23E-02			
31.84	2.38E-02			
31.85	2.55E-02			
31.86	2.88E-02			
31.87	3.16E-02			
31.88	3.07E-02			
31.89	2.58E-02			
31.9	2.00E-02			
31.91	1.54E-02			
31.92	1.07E-02			
31.93	3.91E-03			
31.94	-3.91E-03			
31.95	-1.06E-02			
31.96	-1.66E-02			
31.97	-2.44E-02			
31.98	-3.28E-02			
31.99	-3.70E-02			
32	-3.41E-02			
32.01	-2.75E-02			
32.02	-2.23E-02			
32.03	-1.93E-02			
32.04	-1.51E-02			
32.05	-8.00E-03			
32.06	-9.75E-04			
32.07	2.20E-03			
32.08	1.10E-03			
32.09	-2.08E-03			
32.1	-5.37E-03			
32.11	-8.18E-03			
32.12	-1.03E-02			
32.13	-1.17E-02			
32.14	-1.28E-02			
32.15	-1.39E-02			
32.16	-1.46E-02			
32.17	-1.43E-02			
32.18	-1.31E-02			
32.19	-1.18E-02			
32.2	-1.06E-02			
32.21	-9.22E-03			
32.22	-7.20E-03			
32.23	-4.64E-03			
32.24	-1.83E-03			
32.25	8.55E-04			
32.26	3.36E-03			
32.27	5.74E-03			
32.28	8.61E-03			
32.29	1.22E-02			
32.3	1.61E-02			
32.31	2.01E-02			
32.32	2.43E-02			
32.33	2.88E-02			
32.34	3.25E-02			
32.35	3.44E-02			
32.36	3.47E-02			
32.37	3.41E-02			
32.38	3.24E-02			
32.39	2.84E-02			
32.4	2.17E-02			
32.41	1.39E-02			
32.42	7.45E-03			
32.43	3.24E-03			
32.44	8.54E-04			
32.45	-3.67E-04			
32.46	-1.47E-03			
32.47	-2.99E-03			
32.48	-4.82E-03			
32.49	-6.35E-03			
32.5	-7.57E-03			
32.51	-9.47E-03			
32.52	-1.23E-02			
32.53	-1.50E-02			
32.54	-1.58E-02			
32.55	-1.45E-02			
32.56	-1.18E-02			
32.57	-8.85E-03			
32.58	-5.62E-03			
32.59	-2.62E-03			
32.6	-6.10E-04			
32.61	5.80E-09			
32.62	-2.44E-04			
32.63	-4.89E-04			
32.64	-3.05E-04			
32.65	3.06E-04			
32.66	1.47E-03			
32.67	2.93E-03			
32.68	4.64E-03			
32.69	6.17E-03			
32.7	7.39E-03			
32.71	8.18E-03			
32.72	8.67E-03			
32.73	9.22E-03			
32.74	1.00E-02			
32.75	1.12E-02			
32.76	1.26E-02			
32.77	1.39E-02			
32.78	1.50E-02			
32.79	1.61E-02			
32.8	1.75E-02			
32.81	1.89E-02			
32.82	2.04E-02			
32.83	2.26E-02			
32.84	2.60E-02			
32.85	3.00E-02			
32.86	3.24E-02			
32.87	3.18E-02			
32.88	2.92E-02			
32.89	2.66E-02			
32.9	2.36E-02			
32.91	1.83E-02			
32.92	1.06E-02			
32.93	3.54E-03			
32.94	-6.94E-07			
32.95	-7.33E-04			
32.96	-1.16E-03			
32.97	-2.32E-03			
32.98	-3.60E-03			
32.99	-4.34E-03			
33	-5.43E-03			
33.01	-7.15E-03			
33.02	-8.37E-03			
33.03	-7.69E-03			
33.04	-5.31E-03			
33.05	-2.63E-03			
33.06	-6.10E-04			
33.07	1.16E-03			
33.08	3.67E-03			
33.09	6.84E-03			
33.1	9.83E-03			
33.11	1.25E-02			
33.12	1.57E-02			
33.13	1.92E-02			
33.14	2.09E-02			
33.15	1.90E-02			
33.16	1.45E-02			
33.17	1.03E-02			
33.18	7.51E-03			
33.19	5.01E-03			
33.2	2.01E-03			
33.21	-4.27E-04			
33.22	-2.14E-03			
33.23	-4.15E-03			
33.24	-7.21E-03			
33.25	-9.71E-03			
33.26	-1.01E-02			
33.27	-8.91E-03			
33.28	-7.69E-03			
33.29	-6.72E-03			
33.3	-5.37E-03			
33.31	-3.97E-03			
33.32	-2.99E-03			
33.33	-2.32E-03			
33.34	-1.40E-03			
33.35	-4.88E-04			
33.36	-6.10E-05			
33.37	0.00E+00			
33.38	9.30E-09			
33.39	-1.22E-04			
33.4	-6.72E-04			
33.41	-1.10E-03			
33.42	-1.04E-03			
33.43	-9.16E-04			
33.44	-1.04E-03			
33.45	-9.16E-04			
33.46	-1.83E-04			
33.47	2.44E-04			
33.48	0.00E+00			
33.49	1.22E-04			
33.5	1.71E-03			
33.51	3.79E-03			
